CT	TF	RandomRatio	Training	AUPR	BP_Resolution	Total_GoldStandard_Bins	Precision_at_5%_Recall	Precision_at_10%_Recall	RandomAUPR	log2FC_AUPR_AUPR_Random
GM12878	MEF2A	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.6551720051465773	200	14222	0.9595269259643548	0.930706362091342	0.01251214087639532	5.710473146840829
Panc1	ZEB1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.2143004243338584	200	732	0.6383204136587831	0.4933109478863828	0.0006439943131431146	8.378371042811851
GM12878	CTCF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.7382932340639903	200	8016	0.995136397842842	0.9878107710680952	0.007052265593108205	6.709963318515967
MCF-7	SRF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.3321259336308361	200	2066	0.6243327962912109	0.6036152163038996	0.0018176123646908124	7.513542013794461
K562	RUNX1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.1344010056818236	200	1340	0.3843241420018552	0.3359462018266875	0.001178896693458707	6.832962822474259
HeLa	GABPA	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5991204662866519	200	2010	0.980826426595369	0.9758524450916152	0.0017683450401880605	8.404302505953847
HCT116	JUND	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4968326746876548	200	6371	0.8112881721570046	0.8002638250235034	0.005605037935839867	6.4698921092396064
GM12878	USF1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4572152758451401	200	1986	0.9902977483800748	0.9567625763286148	0.0017472304725440239	8.031659872577226
RPMI-8402	ZFX	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.1934077218478083	200	363	0.5008307024467246	0.4689994458999284	0.0003193578356160527	9.24225583231482
HeLa	ZNF143	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.3669862786678969	200	942	1.0005313496280552	1.0005313496280552	0.0008287467800284343	8.790579047630729
SK-N-SH	JUND	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5798649757494896	200	9016	0.9204286223213304	0.9055778581099264	0.00793203924494306	6.191881375353493
SK-N-SH	CTCF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.7941780010956406	200	15597	1.000032057446945	1.000032057446945	0.013721829647668249	5.8549176322595455
IMR-90	CTCF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.7313262043556662	200	8747	1.000057162455699	1.000057162455699	0.007695380132599485	6.5703786524868075
HCT116	CTCF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.7926588730593378	200	14358	0.9931093749067456	0.9944906252110552	0.012631790093044862	5.971569116559365
Panc1	REST	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4015385174597483	200	1656	0.9882501105179864	0.9540452277072766	0.0014569051674385215	8.106487601377118
A549	MYC	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4069652174437099	200	1649	0.7194928446615797	0.7112501194932291	0.0014507467518756773	8.131965986289504
THP-1	CTCF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.535601987929073	200	31810	0.995012513201964	0.9790794291520812	0.02798559986486677	4.258404738336246
HepG2	YY1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.7535492420493562	200	12656	0.9922301507194966	0.985241414742592	0.011134415337621937	6.08060408038341
Jurkat	GATA3	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5582161940504793	200	13025	0.9731091358993216	0.9381209662224111	0.011459051815148998	5.606264400468882
K562	REST	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.3563848049274656	200	10945	0.8191704657302669	0.4882077624367651	0.009629122619332499	5.209887666759447
WA09	POU5F1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.485609016412508	200	5870	0.9304589861232194	0.8934550989345509	0.005164271336270604	6.555086595104581
A549	REST	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.3408432611631343	200	2045	0.990626757506149	0.9676090393661908	0.0017991371180022804	7.565659506282011
K562	MEF2A	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.2153425042387691	200	1545	0.6471639692572767	0.4656158760353284	0.0013592502920848524	7.307678157947888
GM12878	SPI1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.6643678221287292	200	26238	0.9962195925625792	0.986851010810878	0.02308350107684295	4.847048240373021
LoVo	JUNB	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.3145224488370572	200	2392	0.6031161686612855	0.5063983146001323	0.0021044185751889753	7.223597492424426
MCF-7	ELF1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.653022884238155	200	3811	0.9949085254290798	0.9746176473053484	0.0033528173871426358	7.605615831411316
LoVo	NFYA	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4739380101867278	200	1000	1.001	0.9810728155339808	0.0008797736518348559	9.07335026059589
LoVo	ELF1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.1441985616575747	200	206	0.4794375263824398	0.371255309942162	0.00018123337227798032	9.635992421381108
THP-1	RUNX1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5604987454343305	200	9782	0.962721111614316	0.8939614693407648	0.008605945862248561	6.025233568923191
HepG2	ETS1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.1473051378878498	200	2006	0.1642281091623227	0.1878258053203763	0.001764825945580721	6.383138035126758
GM12878	ZEB1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5255497298241535	200	8707	0.886229746003994	0.8309932786170652	0.007660189186526091	6.100303451200479
Jurkat	YY1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5972941407270763	200	1368	1.0006217995610829	0.9717839076983966	0.0012035303557100829	8.95502522898017
LoVo	REST	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.2642451287094107	200	1955	0.960641690015248	0.8947242456550077	0.0017199574893371433	7.263360158362912
PC-3	CTCF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.7470227657359602	200	17477	0.9966038535353938	0.9960592593807216	0.015375804113117777	5.6024184436351705
HepG2	MYC	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5978380669667384	200	6665	0.9330308798973368	0.8880666222481053	0.005863691389479315	6.671801777087437
HepG2	SRF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.3129267197538458	200	796	0.929154910766457	0.7674726320174434	0.0007002998268605453	8.80363640455747
HepG2	CTCF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.7944260715530007	200	8761	0.9955216648630032	0.9955165168422908	0.007707696963725173	6.6874693082616625
GM23338	CTCF	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5577471590555291	200	14221	0.9916898417929736	0.980041347351746	0.012511261102743487	5.478312138094844
A549	TEAD4	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.4238220410044448	200	1871	0.903154025076748	0.7868211546483626	0.0016460565025830155	8.008300948664129
K562	SPI1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.5193046192676221	200	5738	0.9138176432100348	0.8735517263581848	0.005048141214228403	6.6846849800482335
THP-1	SPI1	0.0	20211007_roundRobin_GEO_binary_revcomp99	0.6442758214151827	200	18765	0.9863708206350472	0.9665551058862638	0.01650895257668107	5.286357958503944
